Customer_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment
CUST-00603,33,2,11462.95,5,2,2,522,9,Potential Loyalists
CUST-00604,308,1,6107.15,3,1,2,312,6,Needs Attention
CUST-00605,775,1,1830.03,1,1,1,111,3,Lost Customers
CUST-00606,368,3,23073.62,2,3,3,233,8,At Risk
CUST-00607,964,1,4248.25,1,1,1,111,3,Lost Customers
CUST-00608,428,1,41346.911250000005,2,1,4,214,7,Needs Attention
CUST-00611,53,2,27693.09,4,2,3,423,9,Potential Loyalists
CUST-00612,234,4,63307.54,3,4,4,344,11,Loyal Customers
CUST-00613,79,4,51403.481250000004,4,4,4,444,12,Champions
CUST-00615,41,24,389726.275,5,5,5,555,15,Champions
CUST-00617,295,2,3833.75,3,2,1,321,6,Needs Attention
CUST-00619,78,1,1035.6,4,1,1,411,6,Potential Loyalists
CUST-00620,756,1,1418.67,1,1,1,111,3,Lost Customers
CUST-00621,5,16,217263.99250000002,5,5,5,555,15,Champions
CUST-00623,29,2,4033.9900000000002,5,2,1,521,8,Potential Loyalists
CUST-00624,107,2,65942.53125,4,2,4,424,10,Potential Loyalists
CUST-00625,734,2,22044.53,1,2,3,123,6,Needs Attention
CUST-00626,146,2,8952.220000000001,3,2,2,322,7,Needs Attention
CUST-00628,67,5,113709.34250000001,4,4,5,445,13,Champions
CUST-00629,738,1,41346.911250000005,1,1,4,114,6,Needs Attention
CUST-00630,385,3,57781.64125,2,3,4,234,9,At Risk
CUST-00632,354,2,12768.05,3,2,2,322,7,Needs Attention
CUST-00633,91,6,49114.14,4,5,4,454,13,Champions
CUST-00635,402,1,19339.22,2,1,3,213,6,Needs Attention
CUST-00639,102,2,23178.06,4,2,3,423,9,Potential Loyalists
CUST-00642,192,3,22659.54,3,3,3,333,9,Loyal Customers
CUST-00645,142,2,14377.8,3,2,2,322,7,Needs Attention
CUST-00648,439,1,41346.911250000005,2,1,4,214,7,Needs Attention
CUST-00652,275,6,70199.41125,3,5,4,354,12,Loyal Customers
CUST-00654,221,3,27522.54,3,3,3,333,9,Loyal Customers
CUST-00655,315,6,50957.06,3,5,4,354,12,Loyal Customers
CUST-00656,242,1,3781.51,3,1,1,311,5,Needs Attention
CUST-00658,21,11,79532.45125000001,5,5,5,555,15,Champions
CUST-00659,357,5,106396.26250000001,2,4,5,245,11,At Risk
CUST-00660,727,1,1602.95,1,1,1,111,3,Lost Customers
CUST-00661,34,5,17041.51,5,4,3,543,12,Loyal Customers
CUST-00662,15,3,22952.95,5,3,3,533,11,Loyal Customers
CUST-00663,13,4,83401.11125000002,5,4,5,545,14,Champions
CUST-00664,367,1,11016.36,2,1,2,212,5,Lost Customers
CUST-00665,58,1,23381.13,4,1,3,413,8,Potential Loyalists
CUST-00666,154,2,19330.88,3,2,3,323,8,Needs Attention
CUST-00667,448,4,83117.92000000001,2,4,5,245,11,At Risk
CUST-00668,50,4,154665.9525,4,4,5,445,13,Champions
CUST-00671,428,2,3646.9700000000003,2,2,1,221,5,Lost Customers
CUST-00672,272,1,879.35,3,1,1,311,5,Needs Attention
CUST-00673,768,1,705.24,1,1,1,111,3,Lost Customers
CUST-00674,529,2,4008.4100000000003,2,2,1,221,5,Lost Customers
CUST-00675,248,1,41346.911250000005,3,1,4,314,8,Needs Attention
CUST-00676,246,2,4970.77,3,2,2,322,7,Needs Attention
CUST-00677,61,7,143769.08125,4,5,5,455,14,Champions
CUST-00678,140,4,16270.76,3,4,2,342,9,Needs Attention
CUST-00679,68,5,27232.809999999998,4,4,3,443,11,Loyal Customers
CUST-00680,39,10,102361.29,5,5,5,555,15,Champions
CUST-00681,90,5,25430.03,4,4,3,443,11,Loyal Customers
CUST-00684,762,1,26623.08,1,1,3,113,5,Needs Attention
CUST-00685,236,2,21496.760000000002,3,2,3,323,8,Needs Attention
CUST-00686,662,2,5508.29,1,2,2,122,5,Lost Customers
CUST-00687,145,6,75138.08125000002,3,5,4,354,12,Loyal Customers
CUST-00688,841,2,19599.18,1,2,3,123,6,Needs Attention
CUST-00689,16,3,39035.200000000004,5,3,3,533,11,Loyal Customers
CUST-00690,515,2,43160.381250000006,2,2,4,224,8,Needs Attention
CUST-00691,814,1,4361.19,1,1,1,111,3,Lost Customers
CUST-00692,86,1,3279.21,4,1,1,411,6,Potential Loyalists
CUST-00693,401,3,36795.55,2,3,3,233,8,At Risk
CUST-00694,131,1,2860.79,4,1,1,411,6,Potential Loyalists
CUST-00697,841,1,3008.57,1,1,1,111,3,Lost Customers
CUST-00700,293,1,5477.47,3,1,2,312,6,Needs Attention
CUST-00702,202,1,23937.06,3,1,3,313,7,Needs Attention
CUST-00704,285,6,129478.11125,3,5,5,355,13,Loyal Customers
CUST-00705,722,1,1362.15,1,1,1,111,3,Lost Customers
CUST-00706,415,4,53132.9,2,4,4,244,10,At Risk
CUST-00707,72,4,50252.29,4,4,4,444,12,Champions
CUST-00709,799,1,8398.57,1,1,2,112,4,Lost Customers
CUST-00710,400,2,2724.27,2,2,1,221,5,Lost Customers
CUST-00711,358,1,1874.01,2,1,1,211,4,Lost Customers
CUST-00712,572,1,18906.94,2,1,3,213,6,Needs Attention
CUST-00717,764,1,36049.27,1,1,3,113,5,Needs Attention
CUST-00718,73,13,272039.505,4,5,5,455,14,Champions
CUST-00719,94,1,5992.1,4,1,2,412,7,Potential Loyalists
CUST-00720,350,5,101524.4,3,4,5,345,12,Loyal Customers
CUST-00722,777,2,6132.490000000001,1,2,2,122,5,Lost Customers
CUST-00723,135,5,49632.369999999995,3,4,4,344,11,Loyal Customers
CUST-00724,89,2,4614.84,4,2,1,421,7,Potential Loyalists
CUST-00725,14,2,9088.45,5,2,2,522,9,Potential Loyalists
CUST-00726,192,2,37233.94,3,2,3,323,8,Needs Attention
CUST-00727,136,5,37894.98,3,4,3,343,10,Loyal Customers
CUST-00728,873,2,3089.87,1,2,1,121,4,Lost Customers
CUST-00729,214,2,71453.27125,3,2,4,324,9,Needs Attention
CUST-00730,110,5,67265.33125,4,4,4,444,12,Champions
CUST-00731,506,1,619.29,2,1,1,211,4,Lost Customers
CUST-00732,325,4,45932.85125000001,3,4,4,344,11,Loyal Customers
CUST-00734,658,1,3050.58,1,1,1,111,3,Lost Customers
CUST-00735,122,1,13002.96,4,1,2,412,7,Potential Loyalists
CUST-00736,278,2,44874.951250000006,3,2,4,324,9,Needs Attention
CUST-00737,448,1,1139.06,2,1,1,211,4,Lost Customers
CUST-00739,65,5,31031.11,4,4,3,443,11,Loyal Customers
CUST-00741,27,37,421513.10625,5,5,5,555,15,Champions
CUST-00743,29,1,1898.81,5,1,1,511,7,Potential Loyalists
CUST-00744,58,1,1726.63,4,1,1,411,6,Potential Loyalists
CUST-00745,649,2,27374.17,1,2,3,123,6,Needs Attention
CUST-00747,48,21,313761.2425,4,5,5,455,14,Champions
CUST-00754,11,14,228167.92375000002,5,5,5,555,15,Champions
CUST-00756,4,2,25894.52,5,2,3,523,10,Potential Loyalists
CUST-00757,590,2,12946.630000000001,2,2,2,222,6,Lost Customers
CUST-00758,513,4,123977.5525,2,4,5,245,11,At Risk
CUST-00762,57,1,6136.75,4,1,2,412,7,Potential Loyalists
CUST-00763,77,6,79170.37125,4,5,5,455,14,Champions
CUST-00764,3,2,20868.85,5,2,3,523,10,Potential Loyalists
CUST-00766,37,3,47890.63,5,3,4,534,12,Loyal Customers
CUST-00770,38,6,80601.11125,5,5,5,555,15,Champions
CUST-00771,332,2,2285.0699999999997,3,3,1,331,7,Needs Attention
CUST-00772,1013,1,23533.74,1,1,3,113,5,Needs Attention
CUST-00773,193,4,39650.49,3,4,3,343,10,Loyal Customers
CUST-00774,383,1,19257.72,2,1,3,213,6,Needs Attention
CUST-00775,28,8,29529.550000000003,5,5,3,553,13,Loyal Customers
CUST-00777,195,12,113377.44,3,5,5,355,13,Loyal Customers
CUST-00779,6,2,31327.34,5,3,3,533,11,Loyal Customers
CUST-00780,1011,1,1456.56,1,1,1,111,3,Lost Customers
CUST-00781,35,3,17510.53,5,3,3,533,11,Loyal Customers
CUST-00782,148,2,28720.960000000003,3,3,3,333,9,Loyal Customers
CUST-00784,89,1,1342.21,4,1,1,411,6,Potential Loyalists
CUST-00785,29,10,226498.5725,5,5,5,555,15,Champions
CUST-00787,373,3,31040.14,2,3,3,233,8,At Risk
CUST-00788,27,3,29862.11,5,3,3,533,11,Loyal Customers
CUST-00790,755,2,4102.1900000000005,1,3,1,131,5,Needs Attention
CUST-00792,12,4,66296.30125,5,4,4,544,13,Champions
CUST-00793,578,1,3767.59,2,1,1,211,4,Lost Customers
CUST-00794,56,4,87424.96,4,4,5,445,13,Champions
CUST-00796,25,1,24210.04,5,1,3,513,9,Potential Loyalists
CUST-00798,386,2,29049.81,2,3,3,233,8,At Risk
CUST-00799,392,5,39598.67,2,4,3,243,9,At Risk
CUST-00800,395,1,23787.63,2,1,3,213,6,Needs Attention
CUST-00801,18,14,101811.68125000001,5,5,5,555,15,Champions
CUST-00802,399,1,5166.42,2,1,2,212,5,Lost Customers
CUST-00805,373,2,10785.06,2,3,2,232,7,Needs Attention
CUST-00806,178,1,1311.52,3,1,1,311,5,Needs Attention
CUST-00807,416,1,41346.911250000005,2,1,4,214,7,Needs Attention
CUST-00808,343,2,26852.73,3,3,3,333,9,Loyal Customers
CUST-00809,798,1,7607.55,1,1,2,112,4,Lost Customers
CUST-00810,356,5,87093.12125,2,4,5,245,11,At Risk
CUST-00811,29,10,55774.090000000004,5,5,4,554,14,Champions
CUST-00813,304,9,82396.95125,3,5,5,355,13,Loyal Customers
CUST-00814,641,1,1554.18,1,1,1,111,3,Lost Customers
CUST-00815,77,2,53286.66,4,3,4,434,11,Loyal Customers
CUST-00816,711,1,24800.85,1,1,3,113,5,Needs Attention
CUST-00817,700,1,4778.49,1,1,1,111,3,Lost Customers
CUST-00818,453,2,17541.49,2,3,3,233,8,At Risk
CUST-00819,117,6,85871.28,4,5,5,455,14,Champions
CUST-00820,253,5,19743.870000000003,3,4,3,343,10,Loyal Customers
CUST-00821,733,3,14527.67,1,3,2,132,6,Needs Attention
CUST-00822,664,5,48384.84,1,4,4,144,9,At Risk
CUST-00823,30,6,90444.46125000001,5,5,5,555,15,Champions
CUST-00826,1029,1,10154.97,1,1,2,112,4,Lost Customers
CUST-00827,240,9,157774.24125,3,5,5,355,13,Loyal Customers
CUST-00828,656,1,41346.911250000005,1,1,4,114,6,Needs Attention
CUST-00829,440,1,15937.48,2,1,2,212,5,Lost Customers
CUST-00830,48,7,43274.65,4,5,4,454,13,Champions
CUST-00831,387,1,2836.16,2,1,1,211,4,Lost Customers
CUST-00833,47,4,21765.91,4,4,3,443,11,Loyal Customers
CUST-00834,722,1,2263.44,1,1,1,111,3,Lost Customers
CUST-00838,413,5,87776.39125,2,4,5,245,11,At Risk
CUST-00839,335,2,2901.04,3,3,1,331,7,Needs Attention
CUST-00841,325,1,33478.89,3,1,3,313,7,Needs Attention
CUST-00842,786,1,3788.08,1,1,1,111,3,Lost Customers
CUST-00844,1092,1,2215.0,1,1,1,111,3,Lost Customers
CUST-00845,778,1,655.07,1,1,1,111,3,Lost Customers
CUST-00847,36,4,35178.04,5,4,3,543,12,Loyal Customers
CUST-00848,3,19,222807.02250000002,5,5,5,555,15,Champions
CUST-00849,437,1,1199.25,2,1,1,211,4,Lost Customers
CUST-00850,353,2,31511.93,3,3,3,333,9,Loyal Customers
CUST-00851,575,2,43820.60125000001,2,3,4,234,9,At Risk
CUST-00852,221,1,5135.27,3,1,2,312,6,Needs Attention
CUST-00853,816,2,60795.22125,1,3,4,134,8,At Risk
CUST-00856,57,1,2337.31,4,1,1,411,6,Potential Loyalists
CUST-00858,212,5,62294.35,3,4,4,344,11,Loyal Customers
CUST-00862,3,31,324564.70125,5,5,5,555,15,Champions
CUST-00863,29,6,40148.1,5,5,3,553,13,Loyal Customers
CUST-00866,351,3,10454.710000000001,3,3,2,332,8,Needs Attention
CUST-00867,758,1,3689.33,1,1,1,111,3,Lost Customers
CUST-00870,349,3,27294.71,3,3,3,333,9,Loyal Customers
CUST-00872,228,6,51914.44,3,5,4,354,12,Loyal Customers
CUST-00873,85,7,89544.04125000001,4,5,5,455,14,Champions
CUST-00875,130,8,90800.93000000001,4,5,5,455,14,Champions
CUST-00876,785,1,2329.67,1,1,1,111,3,Lost Customers
CUST-00878,742,2,8286.68,1,3,2,132,6,Needs Attention
CUST-00879,42,8,78825.11125,4,5,5,455,14,Champions
CUST-00881,1000,1,5192.66,1,1,2,112,4,Lost Customers
CUST-00882,46,13,205838.21125000002,4,5,5,455,14,Champions
CUST-00883,21,27,372877.28375,5,5,5,555,15,Champions
CUST-00884,376,6,85602.46,2,5,5,255,12,At Risk
CUST-00885,143,2,4976.45,3,3,2,332,8,Needs Attention
CUST-00886,764,2,9686.29,1,3,2,132,6,Needs Attention
CUST-00887,64,5,101270.1525,4,4,5,445,13,Champions
CUST-00888,909,1,2601.75,1,1,1,111,3,Lost Customers
CUST-00889,260,2,6429.91,3,3,2,332,8,Needs Attention
CUST-00891,114,1,7972.45,4,1,2,412,7,Potential Loyalists
CUST-00892,406,2,21983.98,2,3,3,233,8,At Risk
CUST-00893,71,28,241710.3525,4,5,5,455,14,Champions
CUST-00894,41,6,74591.98125000001,5,5,4,554,14,Champions
CUST-00895,36,31,350883.905,5,5,5,555,15,Champions
CUST-00896,20,33,486142.30375,5,5,5,555,15,Champions
CUST-00898,899,2,5401.57,1,3,2,132,6,Needs Attention
CUST-00899,47,4,47404.51125,4,4,4,444,12,Champions
CUST-00900,188,2,56042.201250000006,3,3,4,334,10,Loyal Customers
CUST-00901,101,9,108832.48999999999,4,5,5,455,14,Champions
CUST-00902,268,1,28052.18,3,1,3,313,7,Needs Attention
CUST-00903,621,1,10403.42,2,1,2,212,5,Lost Customers
CUST-00904,178,2,3314.95,3,3,1,331,7,Needs Attention
CUST-00907,33,24,268915.14375000005,5,5,5,555,15,Champions
CUST-00909,817,1,4867.87,1,1,1,111,3,Lost Customers
CUST-00910,599,3,6465.04,2,3,2,232,7,Needs Attention
CUST-00911,231,2,4207.5,3,3,1,331,7,Needs Attention
CUST-00913,689,2,41812.061250000006,1,3,4,134,8,At Risk
CUST-00917,195,2,11966.9,3,3,2,332,8,Needs Attention
CUST-00918,183,1,25984.77,3,1,3,313,7,Needs Attention
CUST-00919,1085,1,3192.0,1,1,1,111,3,Lost Customers
CUST-00920,87,3,63571.771250000005,4,3,4,434,11,Loyal Customers
CUST-00921,103,8,168010.2625,4,5,5,455,14,Champions
CUST-00923,877,1,16247.68,1,1,2,112,4,Lost Customers
CUST-00925,453,1,19939.8,2,1,3,213,6,Needs Attention
CUST-00927,344,1,1096.01,3,1,1,311,5,Needs Attention
CUST-00928,1010,1,13618.38,1,1,2,112,4,Lost Customers
CUST-00930,713,1,4695.9,1,1,1,111,3,Lost Customers
CUST-00931,40,3,57286.61125,5,3,4,534,12,Loyal Customers
CUST-00933,11,2,14093.5,5,3,2,532,10,Needs Attention
CUST-00936,19,2,6156.45,5,3,2,532,10,Needs Attention
CUST-00937,76,5,111415.72125,4,4,5,445,13,Champions
CUST-00938,323,1,41346.911250000005,3,1,4,314,8,Needs Attention
CUST-00939,5,31,341208.98250000004,5,5,5,555,15,Champions
CUST-00940,359,2,3543.94,2,3,1,231,6,Needs Attention
CUST-00941,168,1,16393.72,3,1,2,312,6,Needs Attention
CUST-00942,8,4,10911.02,5,4,2,542,11,Needs Attention
CUST-00943,752,3,65925.53125,1,3,4,134,8,At Risk
CUST-00944,18,3,6113.97,5,3,2,532,10,Needs Attention
CUST-00945,802,2,48823.329999999994,1,3,4,134,8,At Risk
CUST-00946,330,4,39801.380000000005,3,4,3,343,10,Loyal Customers
CUST-00947,84,1,27406.18,4,1,3,413,8,Potential Loyalists
CUST-00948,278,4,25937.61,3,4,3,343,10,Loyal Customers
CUST-00949,708,1,31158.57,1,1,3,113,5,Needs Attention
CUST-00951,134,2,18739.3,4,3,3,433,10,Loyal Customers
CUST-00952,356,1,1287.66,2,1,1,211,4,Lost Customers
CUST-00953,781,3,13864.539999999999,1,3,2,132,6,Needs Attention
CUST-00955,799,1,2078.52,1,1,1,111,3,Lost Customers
CUST-00959,33,18,177164.26125,5,5,5,555,15,Champions
CUST-00960,764,1,2290.69,1,1,1,111,3,Lost Customers
CUST-00961,181,4,91361.6325,3,4,5,345,12,Loyal Customers
CUST-00963,1085,1,164.65,1,1,1,111,3,Lost Customers
CUST-00964,1073,1,2839.28,1,1,1,111,3,Lost Customers
CUST-00965,83,5,90375.08250000002,4,4,5,445,13,Champions
CUST-00968,350,4,93610.5925,3,4,5,345,12,Loyal Customers
CUST-00971,347,3,47570.271250000005,3,3,4,334,10,Loyal Customers
CUST-00972,158,1,9295.56,3,1,2,312,6,Needs Attention
CUST-00973,17,10,185316.09375000003,5,5,5,555,15,Champions
CUST-00978,66,3,8044.25,4,3,2,432,9,Needs Attention
CUST-00979,72,3,9522.42,4,3,2,432,9,Needs Attention
CUST-00981,150,1,3409.17,3,1,1,311,5,Needs Attention
CUST-00983,9,3,41435.47,5,3,4,534,12,Loyal Customers
CUST-00984,10,4,6852.8,5,4,2,542,11,Needs Attention
CUST-00985,795,1,504.15,1,1,1,111,3,Lost Customers
CUST-00986,127,3,79235.58125,4,3,5,435,12,Loyal Customers
CUST-00987,304,2,13021.72,3,3,2,332,8,Needs Attention
CUST-00988,335,3,14460.6,3,3,2,332,8,Needs Attention
CUST-00992,515,1,1214.2,2,1,1,211,4,Lost Customers
CUST-00993,817,1,18764.52,1,1,3,113,5,Needs Attention
CUST-00995,942,1,2490.54,1,1,1,111,3,Lost Customers
CUST-00996,38,2,22937.21,5,3,3,533,11,Loyal Customers
CUST-00997,477,2,42913.92125000001,2,3,4,234,9,At Risk
CUST-00998,22,28,258682.23375,5,5,5,555,15,Champions
CUST-01000,51,2,12422.82,4,3,2,432,9,Needs Attention
CUST-01001,43,7,129598.67375000002,4,5,5,455,14,Champions
CUST-01003,30,1,7133.07,5,1,2,512,8,Potential Loyalists
CUST-01004,78,4,59015.04,4,4,4,444,12,Champions
CUST-01006,775,1,21718.51,1,1,3,113,5,Needs Attention
CUST-01007,227,2,9110.529999999999,3,3,2,332,8,Needs Attention
CUST-01008,391,2,11786.33,2,3,2,232,7,Needs Attention
CUST-01009,355,1,13004.79,2,1,2,212,5,Lost Customers
CUST-01010,631,1,1047.63,1,1,1,111,3,Lost Customers
CUST-01011,446,3,46045.60125000001,2,3,4,234,9,At Risk
CUST-01012,470,1,6026.94,2,1,2,212,5,Lost Customers
CUST-01013,414,1,41346.911250000005,2,1,4,214,7,Needs Attention
CUST-01014,13,11,103994.15,5,5,5,555,15,Champions
CUST-01017,147,4,62311.32000000001,3,4,4,344,11,Loyal Customers
CUST-01019,813,1,2910.55,1,1,1,111,3,Lost Customers
CUST-01021,449,1,3132.09,2,1,1,211,4,Lost Customers
CUST-01022,169,7,88423.81,3,5,5,355,13,Loyal Customers
CUST-01025,47,11,188415.25375000003,4,5,5,455,14,Champions
CUST-01026,6,48,655626.0775,5,5,5,555,15,Champions
CUST-01027,141,1,15871.85,3,1,2,312,6,Needs Attention
CUST-01028,5,41,508145.99625,5,5,5,555,15,Champions
CUST-01031,163,3,30005.559999999998,3,3,3,333,9,Loyal Customers
CUST-01032,29,28,309632.15125,5,5,5,555,15,Champions
CUST-01034,676,2,52588.94,1,3,4,134,8,At Risk
CUST-01035,8,8,56285.51,5,5,4,554,14,Champions
CUST-01036,14,8,71524.56125,5,5,4,554,14,Champions
CUST-01037,45,10,143858.43125000002,4,5,5,455,14,Champions
CUST-01038,731,4,27844.91,1,4,3,143,8,At Risk
CUST-01039,196,6,78184.23000000001,3,5,5,355,13,Loyal Customers
CUST-01040,4,2,51313.45,5,3,4,534,12,Loyal Customers
CUST-01042,19,1,12131.34,5,1,2,512,8,Potential Loyalists
CUST-01043,461,2,63327.54125000001,2,3,4,234,9,At Risk
CUST-01044,791,1,7871.12,1,1,2,112,4,Lost Customers
CUST-01046,862,1,3648.27,1,1,1,111,3,Lost Customers
CUST-01047,326,3,37432.51,3,3,3,333,9,Loyal Customers
CUST-01050,90,6,69840.24125,4,5,4,454,13,Champions
CUST-01051,59,1,37403.25,4,1,3,413,8,Potential Loyalists
CUST-01052,343,2,13400.86,3,3,2,332,8,Needs Attention
CUST-01053,121,3,40413.7,4,3,3,433,10,Loyal Customers
CUST-01054,227,6,82091.97125,3,5,5,355,13,Loyal Customers
CUST-01059,80,2,6484.139999999999,4,3,2,432,9,Needs Attention
CUST-01060,864,1,5564.79,1,1,2,112,4,Lost Customers
CUST-01061,138,10,110457.22125,3,5,5,355,13,Loyal Customers
CUST-01062,26,4,32815.36,5,4,3,543,12,Loyal Customers
CUST-01063,57,5,27225.64,4,4,3,443,11,Loyal Customers
CUST-01064,203,9,123758.79125000001,3,5,5,355,13,Loyal Customers
CUST-01065,492,1,3277.93,2,1,1,211,4,Lost Customers
CUST-01066,699,2,2048.54,1,3,1,131,5,Needs Attention
CUST-01070,425,1,1503.48,2,1,1,211,4,Lost Customers
CUST-01071,103,1,5085.91,4,1,2,412,7,Potential Loyalists
CUST-01072,283,4,78032.64125,3,4,5,345,12,Loyal Customers
CUST-01073,11,6,61679.53125000001,5,5,4,554,14,Champions
CUST-01074,62,1,10941.12,4,1,2,412,7,Potential Loyalists
CUST-01075,320,1,5552.62,3,1,2,312,6,Needs Attention
CUST-01078,400,1,3795.08,2,1,1,211,4,Lost Customers
CUST-01079,61,7,80183.18000000001,4,5,5,455,14,Champions
CUST-01080,354,4,24076.6,3,4,3,343,10,Loyal Customers
CUST-01082,116,4,72332.13125,4,4,4,444,12,Champions
CUST-01083,72,3,14843.27,4,3,2,432,9,Needs Attention
CUST-01085,714,1,3424.08,1,1,1,111,3,Lost Customers
CUST-01088,604,2,21056.85,2,3,3,233,8,At Risk
CUST-01094,35,7,30435.390000000003,5,5,3,553,13,Loyal Customers
CUST-01096,757,2,4340.639999999999,1,3,1,131,5,Needs Attention
CUST-01097,48,3,27201.510000000002,4,3,3,433,10,Loyal Customers
CUST-01098,6,1,13825.14,5,1,2,512,8,Potential Loyalists
CUST-01102,769,1,33749.8,1,1,3,113,5,Needs Attention
CUST-01105,69,1,1751.87,4,1,1,411,6,Potential Loyalists
CUST-01106,53,1,4060.26,4,1,1,411,6,Potential Loyalists
CUST-01107,244,4,69236.71125000001,3,4,4,344,11,Loyal Customers
CUST-01108,758,1,1042.89,1,1,1,111,3,Lost Customers
CUST-01109,8,2,58419.619999999995,5,3,4,534,12,Loyal Customers
CUST-01110,45,8,94714.22125,4,5,5,455,14,Champions
CUST-01111,673,3,33813.44,1,3,3,133,7,At Risk
CUST-01114,193,1,4926.48,3,1,2,312,6,Needs Attention
CUST-01117,31,5,36560.09,5,4,3,543,12,Loyal Customers
CUST-01118,370,3,18166.0,2,3,3,233,8,At Risk
CUST-01119,5,23,137698.97125,5,5,5,555,15,Champions
CUST-01120,756,1,1479.97,1,1,1,111,3,Lost Customers
CUST-01121,33,9,149260.3725,5,5,5,555,15,Champions
CUST-01124,46,5,51602.93125,4,4,4,444,12,Champions
CUST-01125,99,5,76436.26,4,4,5,445,13,Champions
CUST-01126,48,8,119662.0025,4,5,5,455,14,Champions
CUST-01127,891,1,41346.911250000005,1,1,4,114,6,Needs Attention
CUST-01129,899,2,16239.599999999999,1,3,2,132,6,Needs Attention
CUST-01130,64,3,75640.31,4,3,5,435,12,Loyal Customers
CUST-01131,367,2,5638.5599999999995,2,3,2,232,7,Needs Attention
CUST-01132,20,3,2786.51,5,3,1,531,9,Needs Attention
CUST-01133,525,2,23530.09,2,3,3,233,8,At Risk
CUST-01137,9,3,44694.17125,5,3,4,534,12,Loyal Customers
CUST-01141,241,6,46646.5,3,5,4,354,12,Loyal Customers
CUST-01143,275,3,11986.83,3,3,2,332,8,Needs Attention
CUST-01148,7,14,212023.33500000002,5,5,5,555,15,Champions
CUST-01150,37,1,41346.911250000005,5,1,4,514,10,Potential Loyalists
CUST-01151,3,2,46004.631250000006,5,3,4,534,12,Loyal Customers
CUST-01152,28,2,50091.740000000005,5,3,4,534,12,Loyal Customers
CUST-01153,337,2,18458.87,3,3,3,333,9,Loyal Customers
CUST-01154,152,23,226375.8425,3,5,5,355,13,Loyal Customers
CUST-01155,3,1,5685.09,5,1,2,512,8,Potential Loyalists
CUST-01156,818,2,13009.36,1,3,2,132,6,Needs Attention
CUST-01157,9,7,119554.73125000001,5,5,5,555,15,Champions
CUST-01158,11,4,23418.059999999998,5,4,3,543,12,Loyal Customers
CUST-01160,333,4,48435.869999999995,3,4,4,344,11,Loyal Customers
CUST-01162,415,1,3608.73,2,1,1,211,4,Lost Customers
CUST-01163,56,6,76860.61,4,5,5,455,14,Champions
CUST-01164,10,3,46655.81,5,3,4,534,12,Loyal Customers
CUST-01169,35,4,27054.2,5,4,3,543,12,Loyal Customers
CUST-01171,17,11,130838.56250000001,5,5,5,555,15,Champions
CUST-01172,1018,1,13201.0,1,1,2,112,4,Lost Customers
CUST-01173,40,1,41346.911250000005,5,1,4,514,10,Potential Loyalists
CUST-01174,30,1,41003.53,5,1,3,513,9,Potential Loyalists
CUST-01176,437,2,13687.2,2,3,2,232,7,Needs Attention
CUST-01177,254,2,15015.33,3,3,2,332,8,Needs Attention
CUST-01178,415,6,64261.0,2,5,4,254,11,At Risk
CUST-01179,375,2,43632.551250000004,2,3,4,234,9,At Risk
CUST-01182,1064,1,6524.95,1,1,2,112,4,Lost Customers
CUST-01184,175,2,4648.17,3,3,1,331,7,Needs Attention
CUST-01185,49,9,84887.32,4,5,5,455,14,Champions
CUST-01186,673,1,927.97,1,1,1,111,3,Lost Customers
CUST-01187,396,2,50509.240000000005,2,3,4,234,9,At Risk
CUST-01188,51,1,22004.81,4,1,3,413,8,Potential Loyalists
CUST-01192,159,2,42703.021250000005,3,3,4,334,10,Loyal Customers
CUST-01193,421,1,1722.3,2,1,1,211,4,Lost Customers
CUST-01194,335,2,9482.039999999999,3,3,2,332,8,Needs Attention
CUST-01196,185,7,65544.36,3,5,4,354,12,Loyal Customers
CUST-01197,10,5,25715.510000000002,5,4,3,543,12,Loyal Customers
CUST-01199,88,9,145227.7925,4,5,5,455,14,Champions
CUST-01200,44,2,30510.94,4,3,3,433,10,Loyal Customers
CUST-01201,134,1,35700.61,4,1,3,413,8,Potential Loyalists
CUST-01202,706,2,1159.06,1,3,1,131,5,Needs Attention
CUST-01204,406,1,41346.911250000005,2,1,4,214,7,Needs Attention
CUST-01205,886,3,28869.45,1,3,3,133,7,At Risk
CUST-01206,39,18,155310.55375000002,5,5,5,555,15,Champions
CUST-01207,738,1,34273.17,1,1,3,113,5,Needs Attention
CUST-01210,984,1,4775.29,1,1,1,111,3,Lost Customers
CUST-01211,87,3,30706.329999999998,4,3,3,433,10,Loyal Customers
CUST-01213,8,16,239345.6625,5,5,5,555,15,Champions
CUST-01214,22,11,84142.46,5,5,5,555,15,Champions
CUST-01215,257,3,25356.66,3,3,3,333,9,Loyal Customers
CUST-01216,331,2,4189.38,3,3,1,331,7,Needs Attention
CUST-01217,780,1,6915.06,1,1,2,112,4,Lost Customers
CUST-01218,709,1,32697.79,1,1,3,113,5,Needs Attention
CUST-01220,44,1,1828.55,4,1,1,411,6,Potential Loyalists
CUST-01221,1047,1,14006.68,1,1,2,112,4,Lost Customers
CUST-01222,59,7,152980.6625,4,5,5,455,14,Champions
CUST-01223,427,2,9596.3,2,3,2,232,7,Needs Attention
CUST-01224,663,2,1922.02,1,3,1,131,5,Needs Attention
CUST-01225,243,3,45736.8,3,3,4,334,10,Loyal Customers
CUST-01226,21,1,1631.96,5,1,1,511,7,Potential Loyalists
